SMSA70,,STATE,COUNTY,,,,msaLABEL
5480,,9,9,,22910,,East Haven town
5480,,9,9,,34950,,Guilford town
5480,,9,9,,35650,,Hamden town
5480,,9,9,,52000,,New Haven city
5480,,9,9,,53890,,North Branford town
5480,,9,9,,54870,,North Haven town
5480,,9,9,,57600,,Orange town
5480,,9,9,,82800,,West Haven city
5480,,9,9,,87700,,Woodbridge town
,,,,,,,
5520,,,,,,,"New London-Groton-Norwich, CT SMSA"
5520,,9,11,,,,New London County (pt.)
5520,,9,11,,23400,,East Lyme town
5520,,9,11,,33900,,Griswold town
5520,,9,11,,34250,,Groton town
5520,,9,11,,42600,,Ledyard town
5520,,9,11,,43230,,Lisbon town
5520,,9,11,,48900,,Montville town
5520,,9,11,,52280,,New London city
5520,,9,11,,56200,,Norwich city
5520,,9,11,,57040,,Old Lyme town
5520,,9,11,,62150,,Preston town
5520,,9,11,,71670,,Sprague town
5520,,9,11,,73770,,Stonington town
5520,,9,11,,80280,,Waterford town
,,,,,,,
5560,,,,,,,"New Orleans, LA SMSA"
5560,,22,51,,,,Jefferson Parish
5560,,22,71,,,,Orleans Parish
5560,,22,87,,,,St. Bernard Parish
5560,,22,103,,,,St.Tammany Parish
,,,,,,,
5600,,,,,,,"New York, NY SMSA"
5600,,36,5,,,,Bronx County
5600,,36,47,,,,Kings County
5600,,36,59,,,,Nassau County
5600,,36,61,,,,New York County
5600,,36,81,,,,Queens County
5600,,36,85,,,,Richmond County
5600,,36,87,,,,Rockland County
5600,,36,103,,,,Suffolk County
5600,,36,119,,,,Westchester County
,,,,,,,
5640,,,,,,,"Newark, NJ SMSA"
5640,,34,13,,,,Essex County
5640,,34,27,,,,Morris County
5640,,34,39,,,,Union County
,,,,,,,
5680,,,,,,,"Newport News-Hampton, VA SMSA"
5680,,51,650,,,,Hampton city
5680,,51,700,,,,Newport News city
5680,,51,199,,,,York County
,,,,,,,
5720,,,,,,,"Norfolk-Portsmouth, VA SMSA"
5720,,51,550,,,,Chesapeake city
5720,,51,710,,,,Norfolk city
5720,,51,740,,,,Portsmouth city
5720,,51,810,,,,Virginia Beach city
,,,,,,,
5760,,,,,,,"Norwalk, CT SMSA"
5760,,9,1,,,,Fairfield County (pt.)
5760,,9,1,,55990,,Norwalk city
5760,,9,1,,83500,,Westport town
5760,,9,1,,86370,,Wilton town
,,,,,,,
5800,,,,,,,"Odessa, TX SMSA"
5800,,48,135,,,,Ector County
,,,,,,,
5840,,,,,,,"Ogden, UT SMSA"
5840,,49,57,,,,Weber County
,,,,,,,
5880,,,,,,,"Oklahoma City, OK SMSA"
5880,,40,17,,,,Canadian County
5880,,40,27,,,,Cleveland County
5880,,40,109,,,,Oklahoma County
,,,,,,,
5920,,,,,,,"Omaha, NE-IA SMSA"
5920,,19,155,,,,"Pottawattamie County, IA"
5920,,31,55,,,,"Douglas County, NE"
5920,,31,153,,,,"Sarpy County, NE"
,,,,,,,
5960,,,,,,,"Orlando, FL SMSA"
5960,,12,95,,,,Orange County
5960,,12,117,,,,Seminole County
,,,,,,,
5990,,,,,,,"Owensboro, KY SMSA"
5990,,21,59,,,,Daviess County
,,,,,,,
6000,,,,,,,"Oxnard-Ventura, CA SMSA"
6000,,6,111,,,,Ventura County
,,,,,,,
6040,,,,,,,"Paterson-Clifton-Passaic, NJ SMSA"
6040,,34,31,,,,Passaic County
6040,,34,0,,,,Bergen County
,,,,,,,
6080,,,,,,,"Pensacola, FL SMSA"
6080,,12,33,,,,Escambia County
6080,,12,113,,,,Santa Rosa County
,,,,,,,
6120,,,,,,,"Peoria, IL SMSA"
6120,,17,143,,,,Peoria County
6120,,17,179,,,,Tazewell County
6120,,17,203,,,,Woodford County
,,,,,,,
6140,,,,,,,"Petersburg-Colonial Heights, VA SMSA"
6140,,51,570,,,,Colonial Heights city
6140,,51,53,,,,Dinwiddie County
6140,,51,670,,,,Hopewell city
6140,,51,730,,,,Petersburg city
6140,,51,149,,,,Prince George County
,,,,,,,
6160,,,,,,,"Philadelphia, PA-NJ SMSA"
6160,,34,5,,,,"Burlington County, NJ"
6160,,34,7,,,,"Camden County, NJ"
6160,,34,15,,,,"Gloucester County, NJ"
6160,,42,17,,,,"Bucks County, PA"
6160,,42,29,,,,"Chester  County, PA"
6160,,42,45,,,,"Delaware County, PA"
6160,,42,91,,,,"Montgomery County, PA"
6160,,42,101,,,,"Philadelphia County, PA"
,,,,,,,
6200,,,,,,,"Phoenix, AZ SMSA"
6200,,4,13,,,,Maricopa County
,,,,,,,
6240,,,,,,,"Pine Bluff, AR SMSA"
6240,,5,69,,,,Jefferson County
,,,,,,,
6280,,,,,,,"Pittsburgh, PA SMSA"
6280,,42,3,,,,Allegheny County
6280,,42,7,,,,Beaver County
6280,,42,125,,,,Washington County
6280,,42,129,,,,Westmoreland County
,,,,,,,
6320,,,,,,,"Pittsfield, MA SMSA"
6320,,25,3,,,,Berkshire County (pt.)
6320,,25,3,,16180,,Dalton town
6320,,25,3,,34340,,Lanesborough town
6320,,25,3,,34655,,Lee town
6320,,25,3,,34970,,Lenox town
6320,,25,3,,53960,,Pittsfield city
,,,,,,,
6360,,,,,,,"Ponce, PR SMSA"
6360,,72,113,,,,Ponce Municipio
,,,,,,,
6400,,,,,,,"Portland, ME SMSA"
6400,,23,5,,,,Cumberland County (pt.)
6400,,23,5,,10180,,Cape Elizabeth town
6400,,23,5,,15430,,Cumberland town
6400,,23,5,,24495,,Falmouth town
6400,,23,5,,28240,,Gorham town
6400,,23,5,,60545,,Portland city
6400,,23,5,,66145,,Scarborough town
6400,,23,5,,71990,,South Portland city
6400,,23,5,,82105,,Westbrook city
6400,,23,5,,87845,,Yarmouth town
,,,,,,,
6440,,,,,,,"Portland, OR-WA SMSA"
6440,,41,5,,,,"Clackamas County, OR"
6440,,41,51,,,,"Multnomah County, OR"
6440,,41,67,,,,"Washington County, OR"
6440,,53,11,,,,"Clark County, WA"
,,,,,,,
6480,,,,,,,"Providence-Pawtucket-Warwick, RI-MA SMSA"
6480,,25,5,,,,"Bristol County, MA (pt.)"
6480,,25,5,,2690,,Attleboro city
6480,,25,5,,46575,,North Attleborough town
6480,,25,5,,56375,,Rehoboth town
6480,,25,5,,60645,,Seekonk town
6480,,25,21,,,,"Norfolk County, MA (pt.)"
6480,,25,21,,4930,,Bellingham town
6480,,25,21,,25065,,Franklin town
6480,,25,21,,54100,,Plainville town
6480,,25,21,,82315,,Wrentham town
6480,,25,27,,,,"Worcester County, MA (pt.)"
6480,,25,27,,6015,,Blackstone town
6480,,25,27,,41585,,Millville town
6480,,44,1,,,,"Bristol County, RI (pt.)"
6480,,44,1,,5140,,Barrington town
6480,,44,1,,9280,,Bristol town
6480,,44,1,,73760,,Warren town
6480,,44,3,,,,"Kent County, RI (pt.)"
6480,,44,3,,18640,,Coventry town
6480,,44,3,,22240,,East Greenwich town
6480,,44,3,,74300,,Warwick city
6480,,44,3,,78440,,West Warwick town
6480,,44,5,,,,"Newport County, RI (pt.)"
6480,,44,5,,36820,,Jamestown town
6480,,44,7,,,,"Providence County, RI (pt.)"
6480,,44,7,,11800,,Burrillville town
6480,,44,7,,14140,,Central Falls city
6480,,44,7,,19180,,Cranston city
6480,,44,7,,20080,,Cumberland town
6480,,44,7,,22960,,East Providence city
6480,,44,7,,37720,,Johnston town
6480,,44,7,,41500,,Lincoln town
6480,,44,7,,51760,,North Providence town
6480,,44,7,,52480,,North Smithfield town
6480,,44,7,,54640,,Pawtucket city
6480,,44,7,,59000,,Providence city
6480,,44,7,,66200,,Smithfield town
6480,,44,7,,80780,,Woonsocket city
6480,,44,9,,,,"Washington County, RI (pt.)"
6480,,44,9,,48340,,Narragansett town
6480,,44,9,,51580,,North Kingstown town
,,,,,,,
6520,,,,,,,"Provo-Orem, UT SMSA"
6520,,49,49,,,,Utah County
,,,,,,,
6560,,,,,,,"Pueblo, CO SMSA"
6560,,8,101,,,,Pueblo County
,,,,,,,
6600,,,,,,,"Racine, WI SMSA"
6600,,55,101,,,,Racine County
,,,,,,,
6640,,,,,,,"Raleigh, NC SMSA"
6640,,37,183,,,,Wake County
,,,,,,,
6680,,,,,,,"Reading, PA SMSA"
6680,,42,11,,,,Berks County
,,,,,,,
6720,,,,,,,"Reno, NV SMSA"
6720,,32,31,,,,Washoe County
,,,,,,,
6760,,,,,,,"Richmond, VA SMSA"
6760,,51,41,,,,Chesterfield County
6760,,51,85,,,,Hanover County
6760,,51,87,,,,Henrico County
6760,,51,760,,,,Richmond city
,,,,,,,
6800,,,,,,,"Roanoke, VA SMSA"
6800,,51,161,,,,Roanoke County
6800,,51,770,,,,Roanoke city
6800,,51,775,,,,Salem city
,,,,,,,
6820,,,,,,,"Rochester, MN SMSA"
6820,,27,109,,,,Olmsted County
,,,,,,,
6840,,,,,,,"Rochester, NY SMSA"
6840,,36,51,,,,Livingston County
6840,,36,55,,,,Monroe County
6840,,36,73,,,,Orleans County
6840,,36,117,,,,Wayne County
,,,,,,,
6880,,,,,,,"Rockford, IL SMSA"
6880,,17,7,,,,Boone County
6880,,17,201,,,,Winnebago County
,,,,,,,
6920,,,,,,,"Sacramento, CA SMSA"
6920,,6,61,,,,Placer County
6920,,6,67,,,,Sacramento County
6920,,6,113,,,,Yolo County
,,,,,,,
6960,,,,,,,"Saginaw, MI SMSA"
6960,,26,145,,,,Saginaw County
,,,,,,,
7000,,,,,,,"St. Joseph, MO SMSA"
7000,,29,21,,,,Buchanan County
,,,,,,,
7040,,,,,,,"St. Louis, MO-IL SMSA"
7040,,17,119,,,,"Madison County, IL"
7040,,17,163,,,,"St. Clair County, IL"
7040,,29,71,,,,"Franklin County, MO"
7040,,29,99,,,,"Jefferson County, MO"
7040,,29,183,,,,"St. Charles County, MO"
7040,,29,189,,,,"St. Louis County, MO"
7040,,29,510,,,,"St. Louis city, MO"
,,,,,,,
7080,,,,,,,"Salem, OR SMSA"
7080,,41,47,,,,Marion County
7080,,41,53,,,,Polk County
,,,,,,,
7120,,,,,,,"Salinas-Monterey, CA SMSA"
7120,,6,53,,,,Monterey County
,,,,,,,
7160,,,,,,,"Salt Lake City, UT SMSA"
7160,,49,11,,,,Davis County
7160,,49,35,,,,Salt Lake County
,,,,,,,
7200,,,,,,,"San Angelo, TX SMSA"
7200,,48,451,,,,Tom Green County
,,,,,,,
7240,,,,,,,"San Antonio, TX SMSA"
7240,,48,29,,,,Bexar County
7240,,48,187,,,,Guadalupe County
,,,,,,,
7280,,,,,,,"San Bernardino-Riverside-Ontario, CA SMSA"
7280,,6,65,,,,Riverside County
7280,,6,71,,,,San Bernardino County
,,,,,,,
7320,,,,,,,"San Diego, CA SMSA"
7320,,6,73,,,,San Diego County
,,,,,,,
7360,,,,,,,"San Francisco-Oakland, CA SMSA"
7360,,6,1,,,,Alameda County
7360,,6,13,,,,Contra Costa County
7360,,6,41,,,,Marin County
7360,,6,75,,,,San Francisco County
7360,,6,81,,,,San Mateo County
,,,,,,,
7400,,,,,,,"San Jose, CA SMSA"
7400,,6,85,,,,Santa Clara County
,,,,,,,
7440,,,,,,,"San Juan, PR SMSA"
7440,,72,21,,,,Bayamon Municipio
7440,,72,31,,,,Carolina Municipio
7440,,72,33,,,,Catano Municipio
7440,,72,61,,,,Guaynabo Municipio
7440,,72,127,,,,San Juan Municipio
7440,,72,139,,,,Trujillo Alto Municipio
,,,,,,,
7480,,,,,,,"Santa Barbara, CA SMSA"
7480,,6,83,,,,Santa Barbara County
,,,,,,,
7500,,,,,,,"Santa Rosa, CA SMSA"
7500,,6,97,,,,Sonoma County
,,,,,,,
7520,,,,,,,"Savannah, GA SMSA"
7520,,13,51,,,,Chatham County
,,,,,,,
7560,,,,,,,"Scranton, PA SMSA"
7560,,42,69,,,,Lackawanna County
,,,,,,,
7600,,,,,,,"Seattle-Everett, WA SMSA"
7600,,53,33,,,,King County
7600,,53,61,,,,Snohomish County
,,,,,,,
7640,,,,,,,"Sherman-Denison, TX SMSA"
7640,,48,181,,,,Grayson County
,,,,,,,
7680,,,,,,,"Shreveport, LA SMSA"
7680,,22,15,,,,Bossier Parish
7680,,22,17,,,,Caddo Parish
,,,,,,,
7720,,,,,,,"Sioux City, IA-NE SMSA"
7720,,19,193,,,,"Woodbury County, IA"
7720,,31,43,,,,"Dakota County, NE"
,,,,,,,
7760,,,,,,,"Sioux Falls, SD SMSA"
7760,,46,99,,,,Minnehaha County
,,,,,,,
7800,,,,,,,"South Bend, IN SMSA"
7800,,18,99,,,,Marshall County
7800,,18,141,,,,St.Joseph County
,,,,,,,
7840,,,,,,,"Spokane, WA SMSA"
7840,,53,63,,,,Spokane County
,,,,,,,
7880,,,,,,,"Springfield, IL SMSA"
7880,,17,167,,,,Sangamon County
,,,,,,,
7920,,,,,,,"Springfield, MO SMSA"
7920,,29,77,,,,Greene County
,,,,,,,
7960,,,,,,,"Springfield, OH SMSA"
7960,,39,23,,,,Clark County
,,,,,,,
8000,,,,,,,"Springfield-Chicopee-Holyoke, MA-CT SMSA"
8000,,9,13,,,,"Tolland County, CT (pt.)"
8000,,9,13,,69220,,Somers town
8000,,25,13,,,,"Hampden County, MA (pt.)"
8000,,25,13,,800,,Agawam town
8000,,25,13,,13660,,Chicopee city
8000,,25,13,,19645,,East Longmeadow town
8000,,25,13,,28075,,Hampden town
8000,,25,13,,30840,,Holyoke city
8000,,25,13,,36300,,Longmeadow town
8000,,25,13,,37175,,Ludlow town
8000,,25,13,,42145,,Monson town
8000,,25,13,,52105,,Palmer town
8000,,25,13,,65825,,Southwick town
8000,,25,13,,67000,,Springfield city
8000,,25,13,,76030,,Westfield city
8000,,25,13,,77850,,West Springfield town
8000,,25,13,,79740,,Wilbraham town
8000,,25,15,,,,"Hampshire County, MA (pt.)"
8000,,25,15,,19330,,Easthampton town
8000,,25,15,,26535,,Granby town
8000,,25,15,,27690,,Hadley town
8000,,25,15,,46330,,Northampton city
8000,,25,15,,64145,,South Hadley town
8000,,25,27,,,,"Worcester County, MA (pt.)"
8000,,25,27,,73090,,Warren town
,,,,,,,
8040,,,,,,,"Stamford, CT SMSA"
8040,,9,1,,,,Fairfield County (pt.)
8040,,9,1,,18850,,Darien town
8040,,9,1,,33620,,Greenwich town
8040,,9,1,,50580,,New Canaan town
8040,,9,1,,73000,,Stamford city
,,,,,,,
8080,,,,,,,"Steubenville-Weirton, OH-WV SMSA"
8080,,39,81,,,,"Jefferson County, OH"
8080,,54,9,,,,"Brooke County, WV"
8080,,54,29,,,,"Hancock County, WV"
,,,,,,,
8120,,,,,,,"Stockton, CA SMSA"
8120,,6,77,,,,San Joaquin County
,,,,,,,
8160,,,,,,,"Syracuse, NY SMSA"
8160,,36,53,,,,Madison County
8160,,36,67,,,,Onondaga County
8160,,36,75,,,,Oswego County
,,,,,,,
8200,,,,,,,"Tacoma, WA SMSA"
8200,,53,53,,,,Pierce County
,,,,,,,
8240,,,,,,,"Tallahassee, FL SMSA"
8240,,12,73,,,,Leon County
,,,,,,,
8280,,,,,,,"Tampa-St. Petersburg, FL SMSA"
8280,,12,57,,,,Hillsborough County
8280,,12,103,,,,Pinellas County
,,,,,,,
8320,,,,,,,"Terre Haute, IN SMSA"
8320,,18,21,,,,Clay County
8320,,18,153,,,,Sullivan County
8320,,18,165,,,,Vermillion County
8320,,18,167,,,,Vigo County
,,,,,,,
8360,,,,,,,"Texarkana, TX-Texarkana, AR SMSA"
8360,,5,91,,,,"Miller County, AR"
8360,,48,37,,,,"Bowie County, TX"
,,,,,,,
8400,,,,,,,"Toledo, OH-MI SMSA"
8400,,26,115,,,,"Monroe County, MI"
8400,,39,95,,,,"Lucas County, OH"
8400,,39,173,,,,"Wood County, OH"
,,,,,,,
8440,,,,,,,"Topeka, KS SMSA"
8440,,20,177,,,,Shawnee County
,,,,,,,
8480,,,,,,,"Trenton, NJ SMSA"
8480,,34,21,,,,Mercer County
,,,,,,,
8520,,,,,,,"Tucson, AZ SMSA"
8520,,4,19,,,,Pima County
,,,,,,,
8560,,,,,,,"Tulsa, OK SMSA"
8560,,40,37,,,,Creek County
8560,,40,113,,,,Osage County
8560,,40,143,,,,Tulsa County
,,,,,,,
8600,,,,,,,"Tuscaloosa, AL SMSA"
8600,,1,125,,,,Tuscaloosa County
,,,,,,,
8640,,,,,,,"Tyler, TX SMSA"
8640,,48,423,,,,Smith County
,,,,,,,
8680,,,,,,,"Utica-Rome, NY SMSA"
8680,,36,43,,,,Herkimer County
8680,,36,65,,,,Oneida County
,,,,,,,
8720,,,,,,,"Vallejo-Napa, CA SMSA"
8720,,6,55,,,,Napa County
8720,,6,95,,,,Solano County
,,,,,,,
8760,,,,,,,"Vineland-Millville-Bridgeton, NJ SMSA"
8760,,34,11,,,,Cumberland County
,,,,,,,
8800,,,,,,,"Waco, TX SMSA"
8800,,48,309,,,,McLennan County
,,,,,,,
8840,,,,,,,"Washington, DC-MD-VA SMSA"
8840,,11,1,,,,District of Columbia
8840,,24,31,,,,"Montgomery County, MD"
8840,,24,33,,,,"Prince George's County, MD"
8840,,51,510,,,,"Alexandria city, VA"
8840,,51,13,,,,"Arlington County, VA"
8840,,51,59,,,,"Fairfax County, VA"
8840,,51,600,,,,"Fairfax city, VA"
8840,,51,610,,,,"Falls Church city, VA"
8840,,51,107,,,,"Loudoun County, VA"
8840,,51,153,,,,"Prince William County, VA"
,,,,,,,
8880,,,,,,,"Waterbury, CT SMSA"
8880,,9,5,,,,Litchfield County (pt.)
8880,,9,5,,75730,,Thomaston town
8880,,9,5,,80490,,Watertown town
8880,,9,5,,87910,,Woodbury town
8880,,9,9,,,,New Haven County (pt.)
8880,,9,9,,3250,,Beacon Falls town
8880,,9,9,,14160,,Cheshire town
8880,,9,9,,46940,,Middlebury town
8880,,9,9,,49880,,Naugatuck borough
8880,,9,9,,62290,,Prospect town
8880,,9,9,,80000,,Waterbury city
8880,,9,9,,87560,,Wolcott town
,,,,,,,
8920,,,,,,,"Waterloo, IA SMSA"
8920,,19,13,,,,Black Hawk County
,,,,,,,
8960,,,,,,,"West Palm Beach, FL SMSA"
8960,,12,99,,,,Palm Beach County
,,,,,,,
9000,,,,,,,"Wheeling, WV-OH SMSA"
9000,,39,13,,,,"Belmont County, OH"
9000,,54,51,,,,"Marshall County, WV"
9000,,54,69,,,,"Ohio County, WV"
,,,,,,,
9040,,,,,,,"Wichita, KS SMSA"
9040,,20,15,,,,Butler County
9040,,20,173,,,,Sedgwick County
,,,,,,,
9080,,,,,,,"Wichita Falls, TX SMSA"
9080,,48,9,,,,Archer County
9080,,48,485,,,,Wichita County
,,,,,,,
9120,,,,,,,"Wilkes-Barre--Hazleton, PA SMSA"
9120,,42,79,,,,Luzerne County
,,,,,,,
9160,,,,,,,"Wilmington, DE-NJ-MD SMSA"
9160,,10,3,,,,"New Castle County, DE"
9160,,24,15,,,,"Cecil County, MD"
9160,,34,33,,,,"Salem County, NJ"
,,,,,,,
9200,,,,,,,"Wilmington, NC SMSA"
9200,,37,19,,,,Brunswick County
9200,,37,129,,,,New Hanover County
,,,,,,,
9240,,,,,,,"Worcester, MA SMSA"
9240,,25,27,,,,Worcester County (pt.)
9240,,25,27,,2760,,Auburn town
9240,,25,27,,5490,,Berlin town
9240,,25,27,,7525,,Boylston town
9240,,25,27,,9105,,Brookfield town
9240,,25,27,,18560,,East Brookfield town
9240,,25,27,,26430,,Grafton town
9240,,25,27,,30560,,Holden town
9240,,25,27,,34795,,Leicester town
9240,,25,27,,41340,,Millbury town
9240,,25,27,,46820,,Northborough town
9240,,25,27,,46925,,Northbridge town
9240,,25,27,,47135,,North Brookfield town
9240,,25,27,,51825,,Oxford town
9240,,25,27,,52420,,Paxton town
9240,,25,27,,61800,,Shrewsbury town
9240,,25,27,,66105,,Spencer town
9240,,25,27,,67385,,Sterling town
9240,,25,27,,68610,,Sutton town
9240,,25,27,,71480,,Upton town
9240,,25,27,,75015,,Westborough town
9240,,25,27,,75155,,West Boylston town
9240,,25,27,,82000,,Worcester city
,,,,,,,
9280,,,,,,,"York, PA SMSA"
9280,,42,1,,,,Adams County
9280,,42,133,,,,York County
,,,,,,,
9320,,,,,,,"Youngstown-Warren, OH SMSA"
9320,,39,99,,,,Mahoning County
9320,,39,155,,,,Trumbull County
